Datetime,Total_Load,Temperature,Humidity,WindSpeed,F1_132KV_PowerConsumption,F2_132KV_PowerConsumption,F3_132KV_PowerConsumption
2017-12-20 19:40:00,89500.2066635,16.22,75.6,0.071,39555.89354,33734.94937349999,16209.36375
2017-12-20 19:50:00,89343.63847349999,16.26,75.1,0.074,39428.13688,33734.94937349999,16180.55222
2017-12-20 20:00:00,88807.6564835,16.27,74.8,0.074,38990.11407,33734.94937349999,16082.59304
2017-12-20 20:10:00,89594.65295349999,16.29,74.5,0.07,39598.47909,33734.94937349999,16261.22449
2017-12-20 20:20:00,89974.0448535,16.35,75.0,0.073,39799.23954,33734.94937349999,16439.85594
2017-12-20 20:30:00,90139.8882335,16.31,75.4,0.072,39884.41065,33734.94937349999,16520.52821
2017-12-20 20:40:00,89302.10222,16.3,75.7,0.068,39561.97719,33628.72047,16111.40456
2017-12-20 20:50:00,88563.12583,16.24,75.7,0.069,39123.95437,33437.25069,16001.92077
2017-12-20 21:00:00,87439.9288,16.2,74.2,0.07,38485.1711,33091.13225,15863.62545
2017-12-20 21:10:00,87242.6652,16.35,70.3,0.07,38314.8289,32914.39092,16013.44538
2017-12-20 21:20:00,86376.43822,16.35,69.79,0.074,37779.46768,32837.06658,15759.90396
2017-12-20 21:30:00,84133.46317,16.43,70.2,0.074,37067.68061,31824.48604,15241.29652
2017-12-20 21:40:00,83098.00212,16.42,71.9,0.071,36641.8251,31353.17582,15103.0012
2017-12-20 21:50:00,82262.79226,16.38,72.6,0.069,36191.63498,30973.91838,15097.2389
2017-12-20 22:00:00,81340.99784,16.43,74.1,0.071,35820.53232,30561.52194,14958.94358
2017-12-20 22:10:00,79668.73074,16.46,75.1,0.073,35248.6692,29847.19239,14572.86915
2017-12-20 22:20:00,77981.07435,16.42,75.2,0.073,34433.46008,29280.14728,14267.46699
2017-12-20 22:30:00,76853.72279,16.43,75.7,0.07,33977.18631,28764.65173,14111.88475
2017-12-20 22:40:00,75548.81373,16.38,75.8,0.069,33380.98859,28142.37496,14025.45018
2017-12-20 22:50:00,73797.59582,16.36,75.8,0.069,32450.19011,27615.83308,13731.57263
2017-12-20 23:00:00,71600.06904,16.36,75.5,0.072,31446.38783,26883.09297,13270.58824
2017-12-20 23:10:00,69704.46146,16.35,75.1,0.072,30558.1749,26238.72353,12907.56303
2017-12-20 23:20:00,67348.74855,16.37,74.8,0.073,29499.61977,25321.87788,12527.2509
2017-12-20 23:30:00,65782.88415,16.39,75.0,0.072,28763.4981,24567.04511,12452.34094
2017-12-20 23:40:00,64063.39014999999,16.38,74.9,0.073,28161.21673,23841.66922,12060.5042
2017-12-20 23:50:00,62260.79778,16.39,74.6,0.072,27455.51331,23090.51856,11714.76591
2017-12-21 00:00:00,61066.678739999996,16.4,74.3,0.071,26841.06464,22637.6189,11587.9952
2017-12-21 00:10:00,59957.86742,16.42,75.1,0.071,26293.53612,22070.5738,11593.7575
2017-12-21 00:20:00,58587.1891,16.33,75.3,0.073,25715.58935,21525.62136,11345.97839
2017-12-21 00:30:00,57493.323560000004,16.31,75.2,0.074,25253.23194,21205.27769,11034.81393
2017-12-21 00:40:00,56663.2579,16.26,75.0,0.071,24888.21293,20855.47714,10919.56783
2017-12-21 00:50:00,55573.20892999999,16.3,73.9,0.071,24626.61597,20159.55815,10787.03481
2017-12-21 01:00:00,54704.84938,16.33,73.2,0.072,24225.09506,19629.33415,10850.42017
2017-12-21 01:10:00,53435.68589,16.32,72.7,0.072,23671.48289,19253.75882,10510.44418
2017-12-21 01:20:00,52705.532609999995,16.3,72.0,0.071,23385.55133,18999.69316,10320.28812
2017-12-21 01:30:00,52113.06402,16.36,70.9,0.07,23203.04183,18797.17705,10112.84514
2017-12-21 01:40:00,51350.83336999999,16.33,70.6,0.073,22728.51711,18388.46272,10233.85354
2017-12-21 01:50:00,50762.20864,16.32,70.5,0.073,22570.34221,18171.21817,10020.64826
2017-12-21 02:00:00,50031.088636,16.35,70.2,0.071,22278.327,17887.69561,9865.066026
2017-12-21 02:10:00,49332.299463,16.34,69.96,0.071,22071.48289,17493.70973,9767.106843
2017-12-21 02:20:00,48989.054958,16.34,69.23,0.073,21895.05703,17309.60417,9784.393758
2017-12-21 02:30:00,48553.976616,16.32,69.06,0.073,21901.14068,17162.31973,9490.516206
2017-12-21 02:40:00,48079.679911,16.36,68.36,0.073,21724.71483,17210.18717,9144.777911
2017-12-21 02:50:00,47736.281156000005,16.37,67.56,0.074,21542.20532,17066.58484,9127.490996
2017-12-21 03:00:00,47718.68466200001,16.38,67.59,0.073,21639.54373,17015.03529,9064.105642
2017-12-21 03:10:00,47804.628130000005,16.34,68.39,0.075,21645.62738,16945.07518,9213.92557
2017-12-21 03:20:00,47587.081997,16.32,68.42,0.07,21706.46388,16764.65173,9115.966387
2017-12-21 03:30:00,47278.606754,16.34,68.02,0.072,21505.70342,16812.51918,8960.384154
2017-12-21 03:40:00,47157.571093,16.34,68.16,0.072,21420.53232,16753.6054,8983.433373
2017-12-21 03:50:00,47097.838467,16.27,68.32,0.07,21292.77567,16735.19485,9069.867947
2017-12-21 04:00:00,47220.939891,16.28,67.76,0.074,21286.69202,16812.51918,9121.728691
2017-12-21 04:10:00,47103.785493999996,16.23,67.32,0.075,21317.11027,16849.34029,8937.334934
2017-12-21 04:20:00,47374.658178,16.21,67.22,0.072,21481.36882,16915.61829,8977.671068
2017-12-21 04:30:00,47491.847849,16.22,66.89,0.071,21499.61977,17026.08162,8966.146459
2017-12-21 04:40:00,47849.938166,16.19,66.46,0.072,21536.12167,17140.22706,9173.589436
2017-12-21 04:50:00,47857.148136,16.2,66.39,0.071,21530.03802,17188.09451,9139.015606
2017-12-21 05:00:00,47936.258043,16.23,66.12,0.074,21663.87833,17254.37251,9018.007203
2017-12-21 05:10:00,48376.498217,16.21,67.26,0.074,21767.30038,17504.75606,9104.441777
2017-12-21 05:20:00,48377.74834,16.18,68.19,0.072,21481.36882,17659.40473,9236.97479
2017-12-21 05:30:00,48714.066792,16.22,69.16,0.072,21578.70722,17685.1795,9450.180072
2017-12-21 05:40:00,49190.192902,16.14,69.76,0.073,21846.38783,17928.19883,9415.606242
2017-12-21 05:50:00,50840.89211,16.12,69.86,0.072,22625.09506,18638.84627,9576.95078
2017-12-21 06:00:00,51436.930236,16.18,69.29,0.072,22977.94677,18922.36882,9536.614646
2017-12-21 06:10:00,51539.710676,16.2,68.96,0.074,22959.69582,19054.92482,9525.090036
2017-12-21 06:20:00,51521.52332,16.17,69.36,0.073,23227.37643,19091.74593,9202.40096
2017-12-21 06:30:00,51750.5269,16.17,68.89,0.071,23653.23194,19246.3946,8850.90036
2017-12-21 06:40:00,51682.69721900001,16.2,68.66,0.072,23738.40304,19364.22215,8580.072029
2017-12-21 06:50:00,50652.849036,16.2,69.06,0.073,23336.88213,18926.05094,8389.915966
2017-12-21 07:00:00,50515.060866,16.15,69.96,0.072,23257.79468,19172.75238,8084.513806
2017-12-21 07:10:00,50068.27811,16.09,70.8,0.072,23136.12167,19205.89138,7726.26506
2017-12-21 07:20:00,49623.217749999996,16.13,71.8,0.074,22941.44487,18955.50782,7726.26506
2017-12-21 07:30:00,49367.54856999999,16.06,71.9,0.073,22844.10646,18797.17705,7726.26506
2017-12-21 07:40:00,48778.080389999996,16.07,71.8,0.072,22460.8365,18590.97883,7726.26506
2017-12-21 07:50:00,48503.195159999996,16.04,71.6,0.074,22174.90494,18602.02516,7726.26506
2017-12-21 08:00:00,49383.71719,16.03,71.1,0.074,22819.77186,18837.68027,7726.26506
2017-12-21 08:10:00,50398.881279999994,16.06,70.4,0.07,23647.14829,19025.46793,7726.26506
2017-12-21 08:20:00,51281.48564,16.04,70.2,0.072,24334.60076,19220.61982,7726.26506
2017-12-21 08:30:00,51805.47385,16.03,69.53,0.075,24626.61597,19452.59282,7726.26506
2017-12-21 08:40:00,52140.39008,16.04,69.23,0.073,24784.79087,19629.33415,7726.26506
2017-12-21 08:50:00,52628.03227,16.06,68.29,0.075,24882.12928,20019.63793,7726.26506
2017-12-21 09:00:00,53620.93662,16.09,67.82,0.075,25447.90875,20446.76281,7726.26506
2017-12-21 09:10:00,54940.916204,16.11,67.26,0.074,26141.44487,20951.21203,7848.259304
2017-12-21 09:20:00,56064.457024,16.11,67.16,0.078,26841.06464,21363.60847,7859.783914
2017-12-21 09:30:00,56489.987999000004,16.09,66.69,0.076,27066.1597,21569.80669,7854.021609
2017-12-21 09:40:00,57566.578916,16.12,65.59,0.076,27577.18631,21904.8788,8084.513806
2017-12-21 09:50:00,58575.00972,16.13,65.09,0.075,28313.30798,22136.8518,8124.84994
2017-12-21 10:00:00,59483.823857,16.18,65.95,0.076,28726.9962,22413.01013,8343.817527
2017-12-21 10:10:00,59619.760918,16.11,66.26,0.074,28994.67681,22350.41424,8274.669868
2017-12-21 10:20:00,60753.701638,16.09,67.02,0.086,29542.20532,22913.77723,8297.719088
2017-12-21 10:30:00,61351.147886,16.02,66.89,0.074,29755.13308,23171.52501,8424.489796
2017-12-21 10:40:00,62185.526583,16.06,67.02,0.077,30290.4943,23274.62412,8620.408163
2017-12-21 10:50:00,62784.577942,16.09,67.02,0.075,30436.5019,23635.471,8712.605042
2017-12-21 11:00:00,63176.010692,16.15,66.56,0.071,30673.76426,23801.166,8701.080432
2017-12-21 11:10:00,63806.769436999995,16.18,65.95,0.079,30752.85171,24324.02577,8729.891957
2017-12-21 11:20:00,64481.677178,16.26,64.79,0.082,30892.77567,24611.23044,8977.671068
2017-12-21 11:30:00,65097.975884,16.39,64.25,0.09,31166.53992,24596.50199,9334.933974
2017-12-21 11:40:00,65776.612764,16.5,64.72,0.088,31458.55513,24983.12366,9334.933974
2017-12-21 11:50:00,66080.00421500001,16.57,64.85,0.078,31665.39924,25148.81866,9265.786315
2017-12-21 12:00:00,65745.124868,16.63,65.25,0.102,31391.63498,25318.19577,9035.294118
2017-12-21 12:10:00,66367.041249,16.6,63.72,0.102,31720.15209,25329.2421,9317.647059
2017-12-21 12:20:00,66840.747643,16.48,63.89,0.104,32012.1673,25436.02332,9392.557023
2017-12-21 12:30:00,67113.399499,16.44,64.89,0.101,32182.50951,25601.71832,9329.171669
2017-12-21 12:40:00,67737.120163,16.43,65.19,0.101,32559.69582,25807.91654,9369.507803
2017-12-21 12:50:00,67895.58434100001,16.42,65.65,0.081,32608.36502,25756.36698,9530.852341
2017-12-21 13:00:00,67758.195869,16.3,65.42,0.076,32468.44106,25609.08254,9680.672269
2017-12-21 13:10:00,67108.260102,16.33,64.79,0.076,32127.75665,25564.89721,9415.606242
2017-12-21 13:20:00,67243.216572,16.58,63.05,0.076,32243.34601,25561.2151,9438.655462
2017-12-21 13:30:00,66612.93130299999,16.63,61.88,0.074,31872.24335,25336.60632,9404.081633
2017-12-21 13:40:00,66589.672769,16.75,60.78,0.076,31750.57034,25193.00399,9646.098439
2017-12-21 13:50:00,66549.505341,16.75,60.45,0.076,31586.31179,25432.34121,9530.852341
2017-12-21 14:00:00,66854.030048,16.83,60.61,0.078,31853.9924,25601.71832,9398.319328
2017-12-21 14:10:00,66801.050999,16.89,61.05,0.073,31829.65779,25642.22154,9329.171669
2017-12-21 14:20:00,66835.136398,16.8,61.48,0.076,31823.57414,25601.71832,9409.843938
2017-12-21 14:30:00,67110.462505,16.79,61.68,0.077,31756.65399,25771.09543,9582.713085
2017-12-21 14:40:00,66610.53350800001,16.7,61.95,0.076,31744.48669,25502.30132,9363.745498
2017-12-21 14:50:00,66435.074369,16.73,62.45,0.075,31574.14449,25531.75821,9329.171669
2017-12-21 15:00:00,66553.385549,16.74,62.38,0.078,31549.80989,25697.45321,9306.122449
2017-12-21 15:10:00,66578.183458,16.77,61.65,0.079,31537.64259,25642.22154,9398.319328
2017-12-21 15:20:00,66049.268355,16.7,62.32,0.076,31507.22433,25310.83154,9231.212485
2017-12-21 15:30:00,65678.205772,16.7,62.78,0.074,31476.80608,25148.81866,9052.581032
2017-12-21 15:40:00,65292.381078,16.74,65.95,0.075,31233.46008,25023.62688,9035.294118
2017-12-21 15:50:00,65473.123187,16.66,66.89,0.076,31251.71103,25174.59343,9046.818727
2017-12-21 16:00:00,65618.92575400001,16.66,67.72,0.074,31361.21673,24957.34888,9300.360144
2017-12-21 16:10:00,65412.419555,16.6,68.76,0.073,31294.29658,24898.4351,9219.687875
2017-12-21 16:20:00,66148.181423,16.51,68.96,0.076,31519.39163,25259.28199,9369.507803
2017-12-21 16:30:00,66469.147462,16.37,68.56,0.073,31519.39163,25476.52654,9473.229292
2017-12-21 16:40:00,67710.90487500001,16.28,68.09,0.075,31945.24715,25796.87021,9968.787515
2017-12-21 16:50:00,69234.41475,16.19,68.49,0.073,32480.60837,26220.31298,10533.4934
2017-12-21 17:00:00,71881.66333,16.22,68.72,0.073,33289.73384,26842.58975,11749.33974
2017-12-21 17:10:00,77078.96320000001,16.25,68.99,0.076,35005.32319,28676.28107,13397.35894
2017-12-21 17:20:00,82276.05879,16.21,69.03,0.076,37019.01141,30833.99816,14423.04922
2017-12-21 17:30:00,87493.40767,16.15,69.36,0.074,39586.31179,32844.43081,15062.66507
2017-12-21 17:40:00,88676.51884,16.06,70.8,0.074,40444.10646,33227.37036,15005.04202
2017-12-21 17:50:00,89652.43463999999,16.05,72.2,0.072,41015.96958,33521.93925,15114.52581
2017-12-21 18:00:00,89438.06616999999,16.0,72.5,0.073,40882.12928,33429.88647,15126.05042
2017-12-21 18:10:00,89454.66176,16.0,72.4,0.075,40620.53232,33437.25069,15396.87875
2017-12-21 18:20:00,89173.05980999999,16.01,71.8,0.076,40377.18631,33433.56858,15362.30492
2017-12-21 18:30:00,89037.96298000001,15.97,71.4,0.076,40401.52091,33389.38325,15247.05882
2017-12-21 18:40:00,89236.78413,15.99,71.4,0.074,40669.20152,33205.27769,15362.30492
2017-12-21 18:50:00,89537.74572,16.06,72.2,0.074,40894.29658,33183.18503,15460.26411
2017-12-21 19:00:00,89131.24339999999,16.07,72.2,0.072,40584.03042,32965.94047,15581.27251
2017-12-21 19:10:00,89459.78885,16.12,71.5,0.075,40888.21293,33157.41025,15414.16567
2017-12-21 19:20:00,88934.68288,16.15,71.9,0.073,40517.11027,33032.21847,15385.35414
2017-12-21 19:30:00,88265.81819,16.1,73.0,0.073,40097.3384,32840.7487,15327.73109
2017-12-21 19:40:00,88300.98822,16.08,73.2,0.075,39902.6616,32811.29181,15587.03481
2017-12-21 19:50:00,88130.32841,16.07,73.0,0.072,39604.56274,32973.30469,15552.46098
2017-12-21 20:00:00,87502.61391999999,16.05,71.9,0.072,39282.12928,32748.69592,15471.78872
2017-12-21 20:10:00,88201.22691,16.04,70.8,0.075,39634.98099,32881.25192,15684.994
2017-12-21 20:20:00,88447.5808,16.1,71.2,0.076,39695.81749,32899.66247,15852.10084
2017-12-21 20:30:00,88353.74834,16.18,72.5,0.072,39482.88973,32943.84781,15927.0108
2017-12-21 20:40:00,87414.19409,16.12,72.8,0.071,38825.85551,32903.34458,15684.994
2017-12-21 20:50:00,86395.39759000001,16.08,71.7,0.073,38400.0,32535.13348,15460.26411
2017-12-21 21:00:00,86099.71949999999,16.11,70.8,0.073,38229.65779,32501.99448,15368.06723
2017-12-21 21:10:00,85679.59474,16.06,70.7,0.072,37895.05703,32214.78981,15569.7479
2017-12-21 21:20:00,84858.65429,16.1,71.0,0.073,37566.53992,31831.85026,15460.26411
2017-12-21 21:30:00,83919.27513,16.13,72.0,0.073,37134.60076,31618.28782,15166.38655
2017-12-21 21:40:00,82835.15023,16.12,72.8,0.073,36635.74144,31205.89138,14993.51741
2017-12-21 21:50:00,81394.19471,16.07,73.1,0.076,36398.47909,30215.4035,14780.31212
2017-12-21 22:00:00,80223.44089,16.05,73.0,0.073,35814.44867,29703.59006,14705.40216
2017-12-21 22:10:00,78643.38939,16.02,72.9,0.076,35157.41445,29195.45873,14290.51621
2017-12-21 22:20:00,77219.88469,16.03,72.5,0.072,34463.87833,28753.6054,14002.40096
2017-12-21 22:30:00,75802.92375,16.01,72.7,0.075,33806.84411,28160.78552,13835.29412
2017-12-21 22:40:00,74779.28247,16.03,72.4,0.071,33192.39544,27763.11752,13823.76951
2017-12-21 22:50:00,72748.88819,16.01,72.5,0.071,32176.42586,27192.3903,13380.07203
2017-12-21 23:00:00,70951.09836999999,16.01,72.4,0.071,31276.04563,26669.53053,13005.52221
2017-12-21 23:10:00,68933.96082000001,16.01,71.8,0.073,30375.6654,25800.55232,12757.7431
2017-12-21 23:20:00,67028.10011,16.03,71.1,0.075,29627.37643,24942.62044,12458.10324
2017-12-21 23:30:00,65504.35846999999,16.01,70.9,0.075,28915.58935,24309.29733,12279.47179
2017-12-21 23:40:00,63923.50574,16.04,70.6,0.073,28416.73004,23613.37834,11893.39736
2017-12-21 23:50:00,62442.21304,16.01,71.3,0.074,27765.77947,23094.20068,11582.23289
2017-12-22 00:00:00,60722.851930000004,15.98,71.4,0.074,27005.32319,22394.59957,11322.92917
2017-12-22 00:10:00,59677.923480000005,15.99,71.6,0.075,26579.46768,21787.05124,11311.40456
2017-12-22 00:20:00,58465.89354,15.97,71.7,0.074,26129.27757,21238.41669,11098.19928
2017-12-22 00:30:00,57204.40278999999,15.93,71.7,0.074,25587.8327,20789.19914,10827.37095
2017-12-22 00:40:00,56156.30469999999,15.96,71.8,0.076,25320.15209,20181.65081,10654.5018
2017-12-22 00:50:00,55138.44872000001,15.89,72.1,0.073,24705.70342,19916.53882,10516.20648
2017-12-22 01:00:00,54061.01756,15.88,72.3,0.072,24164.25856,19386.31482,10510.44418
2017-12-22 01:10:00,52433.72954,15.84,73.0,0.073,23415.96958,18881.8656,10135.89436
2017-12-22 01:20:00,51684.206995,15.84,73.2,0.074,23349.04943,18366.37005,9968.787515
2017-12-22 01:30:00,50896.248067,15.87,73.3,0.073,23081.36882,17961.33783,9853.541417
2017-12-22 01:40:00,49950.89836199999,15.86,73.8,0.073,22679.84791,17434.79595,9836.254502
2017-12-22 01:50:00,49251.96294399999,15.78,74.6,0.072,22430.41825,17169.68395,9651.860744
2017-12-22 02:00:00,48687.349862,15.74,75.3,0.072,22193.15589,17055.53851,9438.655462
2017-12-22 02:10:00,48427.361232,15.8,76.2,0.069,22059.31559,16952.4394,9415.606242
2017-12-22 02:20:00,48157.128552999995,15.85,76.3,0.072,21919.39163,16856.70451,9381.032413
2017-12-22 02:30:00,48149.582276,15.85,76.3,0.069,21882.88973,16764.65173,9502.040816
2017-12-22 02:40:00,47673.8299,15.84,76.1,0.069,21749.04943,16676.28107,9248.4994
2017-12-22 02:50:00,47437.071456,15.83,75.8,0.074,21761.21673,16525.31451,9150.540216
2017-12-22 03:00:00,46956.159912,15.83,75.6,0.076,21505.70342,16363.30163,9087.154862
2017-12-22 03:10:00,47289.603375,15.8,75.5,0.073,21627.37643,16396.44063,9265.786315
2017-12-22 03:20:00,47024.347276,15.75,75.2,0.074,21627.37643,16223.38141,9173.589436
2017-12-22 03:30:00,46746.134403000004,15.74,75.0,0.073,21615.20913,16112.91807,9018.007203
2017-12-22 03:40:00,46352.785877999995,15.73,74.5,0.073,21390.11407,15961.95152,9000.720288
2017-12-22 03:50:00,46115.996447,15.73,74.1,0.073,21177.18631,15891.99141,9046.818727
2017-12-22 04:00:00,46318.501857,15.66,74.0,0.069,21225.85551,15976.67996,9115.966387
2017-12-22 04:10:00,46204.390094,15.56,75.0,0.07,21177.18631,16112.91807,8914.285714
2017-12-22 04:20:00,46394.095674,15.37,76.1,0.068,21207.60456,16249.15618,8937.334934
2017-12-22 04:30:00,46507.753764,15.13,77.1,0.07,21092.01521,16455.3544,8960.384154
2017-12-22 04:40:00,46649.885450999995,14.99,77.2,0.073,21098.09886,16418.53329,9133.253301
2017-12-22 04:50:00,46802.779542000004,14.95,77.2,0.072,21189.35361,16503.22185,9110.204082
2017-12-22 05:00:00,47158.19401200001,14.98,76.8,0.073,21365.77947,16716.78429,9075.630252
2017-12-22 05:10:00,47166.99787199999,15.06,76.5,0.07,21396.19772,16683.64529,9087.154862
2017-12-22 05:20:00,47182.495474999996,15.1,76.1,0.067,21384.03042,16532.67874,9265.786315
2017-12-22 05:30:00,47386.105288,15.21,76.2,0.068,21311.02662,16665.23473,9409.843938
2017-12-22 05:40:00,48094.524663000004,15.23,76.0,0.071,21694.29658,17007.67106,9392.557023
2017-12-22 05:50:00,49927.402415000004,15.18,76.1,0.067,22588.59316,17733.04695,9605.762305
2017-12-22 06:00:00,50321.73742199999,15.08,76.8,0.071,22886.69202,17950.2915,9484.753902
2017-12-22 06:10:00,50394.26079099999,14.96,77.1,0.073,23178.70722,17696.22584,9519.327731
2017-12-22 06:20:00,50484.607615,14.79,77.6,0.075,23519.39163,17710.95428,9254.261705
2017-12-22 06:30:00,50841.04705,14.62,78.0,0.069,24012.1673,17931.88095,8896.9988
2017-12-22 06:40:00,50658.278194,14.58,78.0,0.066,24012.1673,18071.80117,8574.309724
2017-12-22 06:50:00,49973.090625,14.51,78.2,0.069,23610.64639,17880.33139,8482.112845
2017-12-22 07:00:00,49648.289833,14.46,78.4,0.07,23178.70722,18200.67505,8268.907563
2017-12-22 07:10:00,49256.29469,14.38,78.4,0.071,23215.20913,18314.8205,7726.26506
2017-12-22 07:20:00,48523.38376999999,14.2,78.5,0.076,22813.68821,17983.4305,7726.26506
2017-12-22 07:30:00,47809.52557,13.67,80.2,0.079,22479.08745,17604.17306,7726.26506
2017-12-22 07:40:00,47574.182199999996,13.51,80.6,0.076,22162.73764,17685.1795,7726.26506
2017-12-22 07:50:00,47878.51684999999,13.39,81.4,0.075,22168.82129,17983.4305,7726.26506
2017-12-22 08:00:00,49109.47785,13.28,81.5,0.077,22740.68441,18642.52838,7726.26506
2017-12-22 08:10:00,50509.667559999994,13.15,81.4,0.075,23750.57034,19032.83216,7726.26506
2017-12-22 08:20:00,50982.42542,13.4,79.7,0.076,24006.08365,19250.07671,7726.26506
2017-12-22 08:30:00,51592.063539999996,13.69,75.0,0.074,24328.51711,19537.28137,7726.26506
2017-12-22 08:40:00,52124.21773,13.68,74.5,0.075,24669.20152,19728.75115,7726.26506
2017-12-22 08:50:00,52923.40664,13.52,76.7,0.076,25070.72243,20126.41915,7726.26506
2017-12-22 09:00:00,53599.96118,13.78,76.4,0.077,25320.15209,20553.54403,7726.26506
2017-12-22 09:10:00,55060.34151,13.78,76.9,0.076,26184.03042,21150.04603,7726.26506
2017-12-22 09:20:00,56496.370021999996,14.11,76.8,0.074,26816.73004,21739.1838,7940.456182
2017-12-22 09:30:00,57431.779921,14.5,75.1,0.073,27400.76046,21963.79257,8067.226891
2017-12-22 09:40:00,57712.738656,12.46,74.6,0.093,27425.09506,22203.12979,8084.513806
2017-12-22 09:50:00,58642.712944,11.86,77.3,0.086,27990.87452,22486.65235,8165.186074
2017-12-22 10:00:00,59714.348667,11.91,79.1,0.084,28526.23574,22832.77079,8355.342137
2017-12-22 10:10:00,60736.340993000005,12.26,78.9,0.086,28988.59316,23127.33967,8620.408163
2017-12-22 10:20:00,61674.93337099999,13.02,79.9,0.077,29146.76806,23734.888,8793.277311
2017-12-22 10:30:00,62288.106297000006,14.67,78.1,0.073,29536.12167,24022.09267,8729.891957
2017-12-22 10:40:00,63009.796279999995,15.19,73.9,0.074,30180.98859,23977.90733,8850.90036
2017-12-22 10:50:00,63770.06681499999,15.54,70.0,0.072,30241.8251,24637.00522,8891.236495
2017-12-22 11:00:00,64300.738587,15.88,68.42,0.075,30485.1711,24699.6011,9115.966387
2017-12-22 11:10:00,64786.794877,16.36,64.89,0.077,30771.10266,24957.34888,9058.343337
2017-12-22 11:20:00,65640.083256,16.58,59.75,0.08,31263.87833,25237.18932,9139.015606
2017-12-22 11:30:00,65664.688433,16.69,58.28,0.076,31002.28137,25281.37465,9381.032413
2017-12-22 11:40:00,66136.900673,17.21,57.51,0.078,31093.53612,25310.83154,9732.533013
2017-12-22 11:50:00,65993.606878,17.7,55.77,0.079,30844.10646,25388.15588,9761.344538
2017-12-22 12:00:00,64977.826274,17.83,55.61,0.077,30199.23954,25126.72599,9651.860744
2017-12-22 12:10:00,65329.190791,17.98,55.24,0.08,30162.73764,25307.14943,9859.303721
